#\*l [nm]	Flux [mW/m\sp2\ep/nm]
 341.18  5.83210e-14
 341.20  6.98526e-14
 341.21  5.78114e-14
 341.22  4.89347e-14
 341.24  3.79733e-14
 341.25  3.29845e-14
 341.26  3.07909e-14
 341.28  3.12600e-14
 341.29  3.87280e-14
 341.30  2.52965e-14
 341.31  4.16876e-14
 341.33  3.25802e-14
 341.34  3.22591e-14
 341.35  3.22733e-14
 341.37  2.81607e-14
 341.38  2.81032e-14
 341.39  3.13886e-14
 341.41  2.24986e-14
 341.42  2.68357e-14
 341.43  2.52742e-14
 341.44  3.48659e-14
 341.46  3.07677e-14
 341.47  2.59330e-14
 341.48  2.09169e-14
 341.50  2.04018e-14
 341.51  2.60264e-14
 341.52  3.26305e-14
 341.54  2.71572e-14
 341.55  3.67199e-14
 341.56  3.29431e-14
 341.57  4.29573e-14
 341.59  4.42542e-14
 341.60  4.89395e-14
 341.61  5.53067e-14
 341.63  6.05713e-14
 341.64  5.18552e-14
 341.65  4.82541e-14
 341.67  5.52138e-14
 341.68  4.87460e-14
 341.69  4.94616e-14
 341.70  3.83759e-14
 341.72  3.73979e-14
 341.73  3.32250e-14
 341.74  3.82142e-14
 341.76  5.02990e-14
 341.77  5.17050e-14
 341.78  5.45328e-14
 341.80  4.72076e-14
 341.81  5.52492e-14
 341.82  5.01191e-14
 341.83  4.02738e-14
 341.85  5.83693e-14
 341.86  4.34907e-14
 341.87  4.28053e-14
 341.89  4.97325e-14
 341.90  5.82818e-14
 341.91  6.41371e-14
 341.93  6.90517e-14
 341.94  7.65999e-14
 341.95  8.89118e-14
 341.96  7.52381e-14
 341.98  5.75998e-14
 341.99  6.43389e-14
 342.00  7.02101e-14
 342.02  7.10222e-14
 342.03  4.86669e-14
 342.04  5.73105e-14
 342.06  5.28173e-14
 342.07  5.06870e-14
 342.08  5.25365e-14
 342.09  6.82556e-14
 342.11  6.71404e-14
 342.12  6.90618e-14
 342.13  5.64430e-14
 342.15  6.85825e-14
 342.16  7.13548e-14
 342.17  7.20319e-14
 342.19  8.17466e-14
 342.20  8.52477e-14
 342.21  6.87625e-14
 342.22  7.41817e-14
 342.24  6.14756e-14
 342.25  5.81595e-14
 342.26  4.22850e-14
 342.28  3.65381e-14
 342.29  4.02510e-14
 342.30  4.45223e-14
 342.32  5.74424e-14
 342.33  6.14444e-14
 342.34  4.84118e-14
