#\*l [nm]	Flux [mW/m\sp2\ep/nm]
  555.13  5.35397e-14
  555.15  4.58100e-14
  555.16  4.73801e-14
  555.18  4.86371e-14
  555.19  4.77633e-14
  555.21  4.77088e-14
  555.22  5.17316e-14
  555.24  4.89779e-14
  555.25  5.17938e-14
  555.27  4.87568e-14
  555.28  5.49428e-14
  555.30  4.93082e-14
  555.31  4.81115e-14
  555.33  5.02531e-14
  555.34  4.57767e-14
  555.36  4.59029e-14
  555.37  4.79708e-14
  555.39  3.92202e-14
  555.40  4.69556e-14
  555.42  4.35693e-14
  555.43  4.62041e-14
  555.45  5.23135e-14
  555.46  5.15882e-14
  555.48  5.02380e-14
  555.49  4.93487e-14
  555.51  4.91899e-14
  555.52  4.53143e-14
  555.54  4.46241e-14
  555.55  4.69783e-14
  555.57  4.72645e-14
  555.58  4.07796e-14
  555.60  4.30646e-14
  555.61  4.93176e-14
  555.63  3.76064e-14
  555.64  4.24408e-14
  555.66  4.40197e-14
  555.67  3.79229e-14
  555.69  4.31278e-14
  555.70  4.11242e-14
  555.72  4.71089e-14
  555.73  4.82905e-14
  555.75  4.92846e-14
  555.76  4.71209e-14
  555.78  4.44638e-14
  555.79  4.74280e-14
  555.81  5.29000e-14
  555.82  4.70151e-14
  555.84  5.08572e-14
  555.85  4.37723e-14
  555.87  4.96840e-14
  555.88  4.66573e-14
  555.90  6.44988e-14
  555.91  5.36454e-14
  555.93  4.70771e-14
  555.94  4.20273e-14
  555.96  4.96964e-14
  555.97  4.82288e-14
  555.99  5.17777e-14
  556.00  5.65670e-14
  556.02  4.77132e-14
  556.03  4.75807e-14
  556.05  4.76453e-14
  556.06  4.02652e-14
  556.08  4.88750e-14
  556.09  5.81799e-14
  556.11  4.77539e-14
  556.12  4.84343e-14
  556.14  4.40299e-14
  556.15  4.21961e-14
  556.17  4.56790e-14
  556.18  4.19498e-14
  556.20  4.15254e-14
  556.21  4.89071e-14
  556.23  5.00194e-14
  556.24  4.32330e-14
  556.26  5.06166e-14
  556.27  3.80312e-14
  556.29  5.32419e-14
  556.30  4.22273e-14
  556.32  5.10662e-14
  556.33  4.59515e-14
  556.35  4.02600e-14
  556.36  4.90900e-14
  556.38  4.32629e-14
  556.39  4.06781e-14
  556.41  4.11664e-14
  556.42  4.61342e-14
  556.44  4.72190e-14
  556.45  4.11291e-14
  556.47  4.52398e-14
  556.48  5.13238e-14
  556.50  4.26490e-14
  556.51  4.65169e-14
  556.53  5.01789e-14
  556.54  4.15912e-14
  556.56  3.98211e-14
  556.57  3.93596e-14
  556.59  4.07789e-14
  556.60  4.00124e-14
  556.62  5.12954e-14
  556.63  4.18632e-14
  556.65  4.25562e-14
  556.66  4.36713e-14
  556.68  4.92951e-14
  556.69  4.47870e-14
  556.71  4.66075e-14
  556.72  4.44399e-14
  556.74  4.39721e-14
  556.75  4.43356e-14
  556.77  4.34017e-14
  556.78  4.43622e-14
  556.80  4.29337e-14
  556.81  4.26138e-14
  556.83  4.53471e-14
  556.84  4.15825e-14
  556.86  5.08702e-14
  556.87  4.84095e-14
  556.89  4.81930e-14
  556.90  4.83245e-14
  556.92  4.94674e-14
  556.93  4.03904e-14
  556.95  3.89288e-14
  556.96  4.85686e-14
  556.98  4.99397e-14
  556.99  4.63072e-14
  557.01  4.66508e-14
  557.02  5.16374e-14
  557.04  4.90271e-14
  557.05  4.61285e-14
  557.07  4.44712e-14
  557.08  4.55630e-14
  557.10  4.25580e-14
  557.11  4.56843e-14
  557.13  4.99369e-14
  557.14  5.19491e-14
  557.16  5.03107e-14
  557.17  5.01499e-14
  557.19  4.54949e-14
  557.20  5.08405e-14
  557.22  5.06931e-14
  557.23  4.71565e-14
  557.25  4.56230e-14
  557.26  4.16637e-14
  557.28  4.55413e-14
  557.29  3.75653e-14
  557.31  4.47079e-14
  557.32  4.61755e-14
  557.34  4.33232e-14
  557.35  4.51134e-14
  557.37  4.07502e-14
  557.38  4.87429e-14
  557.40  4.78283e-14
  557.41  4.75632e-14
  557.43  5.24158e-14
  557.44  4.79191e-14
